pokemon_form_identifier,version_identifier,type,note,image_path,image_path_20,image_path_40,image_path_70,image_path_100
bulbasaur-default,diamond-pearl,front-normal,,https://cdn.pokedb.org/e8e7d1a6e99bd829b2b65f3217036c62463d95084788b4f60e3724cd9bd591b6,https://cdn.pokedb.org/e8e7d1a6e99bd829b2b65f3217036c62463d95084788b4f60e3724cd9bd591b6w20h20,https://cdn.pokedb.org/e8e7d1a6e99bd829b2b65f3217036c62463d95084788b4f60e3724cd9bd591b6w40h40,https://cdn.pokedb.org/e8e7d1a6e99bd829b2b65f3217036c62463d95084788b4f60e3724cd9bd591b6w70h70,https://cdn.pokedb.org/e8e7d1a6e99bd829b2b65f3217036c62463d95084788b4f60e3724cd9bd591b6w100h100
bulbasaur-default,emerald,front-normal,,https://cdn.pokedb.org/591ea5582c5339fa10d9f4860a884d76a4fa6db400701615116313d3742dd602,https://cdn.pokedb.org/591ea5582c5339fa10d9f4860a884d76a4fa6db400701615116313d3742dd602w20h20,https://cdn.pokedb.org/591ea5582c5339fa10d9f4860a884d76a4fa6db400701615116313d3742dd602w40h40,https://cdn.pokedb.org/591ea5582c5339fa10d9f4860a884d76a4fa6db400701615116313d3742dd602w70h70,https://cdn.pokedb.org/591ea5582c5339fa10d9f4860a884d76a4fa6db400701615116313d3742dd602w100h100
bulbasaur-default,emerald,front-shiny,,https://cdn.pokedb.org/4d481654824a88f88b30370031627524fdd0918715baba8fbf129a8eef2813e7,https://cdn.pokedb.org/4d481654824a88f88b30370031627524fdd0918715baba8fbf129a8eef2813e7w20h20,https://cdn.pokedb.org/4d481654824a88f88b30370031627524fdd0918715baba8fbf129a8eef2813e7w40h40,https://cdn.pokedb.org/4d481654824a88f88b30370031627524fdd0918715baba8fbf129a8eef2813e7w70h70,https://cdn.pokedb.org/4d481654824a88f88b30370031627524fdd0918715baba8fbf129a8eef2813e7w100h100
bulbasaur-default,firered-leafgreen,back-normal,,https://cdn.pokedb.org/a95bd4885e0c2129a9405320cf049da5f9ec0c10c4845e9bf7c5d4dc959c66eb,https://cdn.pokedb.org/a95bd4885e0c2129a9405320cf049da5f9ec0c10c4845e9bf7c5d4dc959c66ebw20h20,https://cdn.pokedb.org/a95bd4885e0c2129a9405320cf049da5f9ec0c10c4845e9bf7c5d4dc959c66ebw40h40,https://cdn.pokedb.org/a95bd4885e0c2129a9405320cf049da5f9ec0c10c4845e9bf7c5d4dc959c66ebw70h70,https://cdn.pokedb.org/a95bd4885e0c2129a9405320cf049da5f9ec0c10c4845e9bf7c5d4dc959c66ebw100h100
bulbasaur-default,firered-leafgreen,front-normal,,https://cdn.pokedb.org/573ca1ada525a771d368ad29762e9266d6b28a8a56c8cfe31bc5900b68789607,https://cdn.pokedb.org/573ca1ada525a771d368ad29762e9266d6b28a8a56c8cfe31bc5900b68789607w20h20,https://cdn.pokedb.org/573ca1ada525a771d368ad29762e9266d6b28a8a56c8cfe31bc5900b68789607w40h40,https://cdn.pokedb.org/573ca1ada525a771d368ad29762e9266d6b28a8a56c8cfe31bc5900b68789607w70h70,https://cdn.pokedb.org/573ca1ada525a771d368ad29762e9266d6b28a8a56c8cfe31bc5900b68789607w100h100
bulbasaur-default,firered-leafgreen,front-shiny,,https://cdn.pokedb.org/606f3cf36b19aae2219d676f07608f3ded96b14aa7e167b2d3f533242a9980c2,https://cdn.pokedb.org/606f3cf36b19aae2219d676f07608f3ded96b14aa7e167b2d3f533242a9980c2w20h20,https://cdn.pokedb.org/606f3cf36b19aae2219d676f07608f3ded96b14aa7e167b2d3f533242a9980c2w40h40,https://cdn.pokedb.org/606f3cf36b19aae2219d676f07608f3ded96b14aa7e167b2d3f533242a9980c2w70h70,https://cdn.pokedb.org/606f3cf36b19aae2219d676f07608f3ded96b14aa7e167b2d3f533242a9980c2w100h100
bulbasaur-default,gold,front-normal,,https://cdn.pokedb.org/260e29d293ec2d4944b569a1f1500ca3dfd5353a4b230e08c4a3368eeb762ff1,https://cdn.pokedb.org/260e29d293ec2d4944b569a1f1500ca3dfd5353a4b230e08c4a3368eeb762ff1w20h20,https://cdn.pokedb.org/260e29d293ec2d4944b569a1f1500ca3dfd5353a4b230e08c4a3368eeb762ff1w40h40,https://cdn.pokedb.org/260e29d293ec2d4944b569a1f1500ca3dfd5353a4b230e08c4a3368eeb762ff1w70h70,https://cdn.pokedb.org/260e29d293ec2d4944b569a1f1500ca3dfd5353a4b230e08c4a3368eeb762ff1w100h100
bulbasaur-default,gold,front-shiny,,https://cdn.pokedb.org/8e8d7b113aba309e08ef67f77edc236ba42d7f2fc64579d77476d100414f9305,https://cdn.pokedb.org/8e8d7b113aba309e08ef67f77edc236ba42d7f2fc64579d77476d100414f9305w20h20,https://cdn.pokedb.org/8e8d7b113aba309e08ef67f77edc236ba42d7f2fc64579d77476d100414f9305w40h40,https://cdn.pokedb.org/8e8d7b113aba309e08ef67f77edc236ba42d7f2fc64579d77476d100414f9305w70h70,https://cdn.pokedb.org/8e8d7b113aba309e08ef67f77edc236ba42d7f2fc64579d77476d100414f9305w100h100
bulbasaur-default,gold-silver,back-normal,,https://cdn.pokedb.org/078d025cd8db5338a61fbafce4b79378990003338ddfe2b31b5ee0b4c9eb8c61,https://cdn.pokedb.org/078d025cd8db5338a61fbafce4b79378990003338ddfe2b31b5ee0b4c9eb8c61w20h20,https://cdn.pokedb.org/078d025cd8db5338a61fbafce4b79378990003338ddfe2b31b5ee0b4c9eb8c61w40h40,https://cdn.pokedb.org/078d025cd8db5338a61fbafce4b79378990003338ddfe2b31b5ee0b4c9eb8c61w70h70,https://cdn.pokedb.org/078d025cd8db5338a61fbafce4b79378990003338ddfe2b31b5ee0b4c9eb8c61w100h100
bulbasaur-default,gold-silver,back-shiny,,https://cdn.pokedb.org/f63bd42e050ef4966a959a045b0989fb9c6c35e6ab17f05bc1e8c00abfed84cc,https://cdn.pokedb.org/f63bd42e050ef4966a959a045b0989fb9c6c35e6ab17f05bc1e8c00abfed84ccw20h20,https://cdn.pokedb.org/f63bd42e050ef4966a959a045b0989fb9c6c35e6ab17f05bc1e8c00abfed84ccw40h40,https://cdn.pokedb.org/f63bd42e050ef4966a959a045b0989fb9c6c35e6ab17f05bc1e8c00abfed84ccw70h70,https://cdn.pokedb.org/f63bd42e050ef4966a959a045b0989fb9c6c35e6ab17f05bc1e8c00abfed84ccw100h100
bulbasaur-default,heartgold-soulsilver,back-normal,,https://cdn.pokedb.org/c68a498a53598f0dbfc44a55dfb5dbcf97b8f40880465f53a147614bea8feb67,https://cdn.pokedb.org/c68a498a53598f0dbfc44a55dfb5dbcf97b8f40880465f53a147614bea8feb67w20h20,https://cdn.pokedb.org/c68a498a53598f0dbfc44a55dfb5dbcf97b8f40880465f53a147614bea8feb67w40h40,https://cdn.pokedb.org/c68a498a53598f0dbfc44a55dfb5dbcf97b8f40880465f53a147614bea8feb67w70h70,https://cdn.pokedb.org/c68a498a53598f0dbfc44a55dfb5dbcf97b8f40880465f53a147614bea8feb67w100h100
bulbasaur-default,heartgold-soulsilver,front-normal,,https://cdn.pokedb.org/1c2feb700fb6805225f0379bfa6b0e9bcfeccc1365f51b282c568d781003fcac,https://cdn.pokedb.org/1c2feb700fb6805225f0379bfa6b0e9bcfeccc1365f51b282c568d781003fcacw20h20,https://cdn.pokedb.org/1c2feb700fb6805225f0379bfa6b0e9bcfeccc1365f51b282c568d781003fcacw40h40,https://cdn.pokedb.org/1c2feb700fb6805225f0379bfa6b0e9bcfeccc1365f51b282c568d781003fcacw70h70,https://cdn.pokedb.org/1c2feb700fb6805225f0379bfa6b0e9bcfeccc1365f51b282c568d781003fcacw100h100
bulbasaur-default,heartgold-soulsilver,back-shiny,,https://cdn.pokedb.org/ea619dbcd455dec19a46f469f62805b3607030ecbc4b35029cd27ce5516c5c5f,https://cdn.pokedb.org/ea619dbcd455dec19a46f469f62805b3607030ecbc4b35029cd27ce5516c5c5fw20h20,https://cdn.pokedb.org/ea619dbcd455dec19a46f469f62805b3607030ecbc4b35029cd27ce5516c5c5fw40h40,https://cdn.pokedb.org/ea619dbcd455dec19a46f469f62805b3607030ecbc4b35029cd27ce5516c5c5fw70h70,https://cdn.pokedb.org/ea619dbcd455dec19a46f469f62805b3607030ecbc4b35029cd27ce5516c5c5fw100h100
bulbasaur-default,heartgold-soulsilver,front-normal,,https://cdn.pokedb.org/841d3949a7f4d0eafa9cddf2c28f19acdfdfe10110758f878d4dd442df03e078,https://cdn.pokedb.org/841d3949a7f4d0eafa9cddf2c28f19acdfdfe10110758f878d4dd442df03e078w20h20,https://cdn.pokedb.org/841d3949a7f4d0eafa9cddf2c28f19acdfdfe10110758f878d4dd442df03e078w40h40,https://cdn.pokedb.org/841d3949a7f4d0eafa9cddf2c28f19acdfdfe10110758f878d4dd442df03e078w70h70,https://cdn.pokedb.org/841d3949a7f4d0eafa9cddf2c28f19acdfdfe10110758f878d4dd442df03e078w100h100
bulbasaur-default,heartgold-soulsilver,front-shiny,,https://cdn.pokedb.org/e69430e5fc6ae1f3d52f217930a51aa19589d1a8ba18228ae8230ba50ef9785f,https://cdn.pokedb.org/e69430e5fc6ae1f3d52f217930a51aa19589d1a8ba18228ae8230ba50ef9785fw20h20,https://cdn.pokedb.org/e69430e5fc6ae1f3d52f217930a51aa19589d1a8ba18228ae8230ba50ef9785fw40h40,https://cdn.pokedb.org/e69430e5fc6ae1f3d52f217930a51aa19589d1a8ba18228ae8230ba50ef9785fw70h70,https://cdn.pokedb.org/e69430e5fc6ae1f3d52f217930a51aa19589d1a8ba18228ae8230ba50ef9785fw100h100
bulbasaur-default,heartgold-soulsilver,front-shiny,,https://cdn.pokedb.org/4a3afbc68854fd5260a159eece5f2ac2c9b026affe3c45795c594198efb0c9aa,https://cdn.pokedb.org/4a3afbc68854fd5260a159eece5f2ac2c9b026affe3c45795c594198efb0c9aaw20h20,https://cdn.pokedb.org/4a3afbc68854fd5260a159eece5f2ac2c9b026affe3c45795c594198efb0c9aaw40h40,https://cdn.pokedb.org/4a3afbc68854fd5260a159eece5f2ac2c9b026affe3c45795c594198efb0c9aaw70h70,https://cdn.pokedb.org/4a3afbc68854fd5260a159eece5f2ac2c9b026affe3c45795c594198efb0c9aaw100h100
bulbasaur-default,home,front-normal,,https://cdn.pokedb.org/9730af4832be09a5169ea042f5c45ae1c245eb02d1113126f71e7561fcd9d875,https://cdn.pokedb.org/9730af4832be09a5169ea042f5c45ae1c245eb02d1113126f71e7561fcd9d875w20h20,https://cdn.pokedb.org/9730af4832be09a5169ea042f5c45ae1c245eb02d1113126f71e7561fcd9d875w40h40,https://cdn.pokedb.org/9730af4832be09a5169ea042f5c45ae1c245eb02d1113126f71e7561fcd9d875w70h70,https://cdn.pokedb.org/9730af4832be09a5169ea042f5c45ae1c245eb02d1113126f71e7561fcd9d875w100h100
bulbasaur-default,home,front-shiny,,https://cdn.pokedb.org/4c91d3157d99eb83bbd26ff578d2724e7111c75ebe3a26b93bb764b008f7de13,https://cdn.pokedb.org/4c91d3157d99eb83bbd26ff578d2724e7111c75ebe3a26b93bb764b008f7de13w20h20,https://cdn.pokedb.org/4c91d3157d99eb83bbd26ff578d2724e7111c75ebe3a26b93bb764b008f7de13w40h40,https://cdn.pokedb.org/4c91d3157d99eb83bbd26ff578d2724e7111c75ebe3a26b93bb764b008f7de13w70h70,https://cdn.pokedb.org/4c91d3157d99eb83bbd26ff578d2724e7111c75ebe3a26b93bb764b008f7de13w100h100
bulbasaur-default,platinum,front-normal,,https://cdn.pokedb.org/875640f2b0b2fdc76906810e30684c74c37492e71bea73c5ab857ac323467b54,https://cdn.pokedb.org/875640f2b0b2fdc76906810e30684c74c37492e71bea73c5ab857ac323467b54w20h20,https://cdn.pokedb.org/875640f2b0b2fdc76906810e30684c74c37492e71bea73c5ab857ac323467b54w40h40,https://cdn.pokedb.org/875640f2b0b2fdc76906810e30684c74c37492e71bea73c5ab857ac323467b54w70h70,https://cdn.pokedb.org/875640f2b0b2fdc76906810e30684c74c37492e71bea73c5ab857ac323467b54w100h100
bulbasaur-default,platinum,front-normal,,https://cdn.pokedb.org/890fbbf891d0366b76548c6ce5cdc6c7492879c10edabbdb87881587bc644638,https://cdn.pokedb.org/890fbbf891d0366b76548c6ce5cdc6c7492879c10edabbdb87881587bc644638w20h20,https://cdn.pokedb.org/890fbbf891d0366b76548c6ce5cdc6c7492879c10edabbdb87881587bc644638w40h40,https://cdn.pokedb.org/890fbbf891d0366b76548c6ce5cdc6c7492879c10edabbdb87881587bc644638w70h70,https://cdn.pokedb.org/890fbbf891d0366b76548c6ce5cdc6c7492879c10edabbdb87881587bc644638w100h100
bulbasaur-default,platinum,front-shiny,,https://cdn.pokedb.org/c1841f65ebeedcf3c531179fd6b9d3e2cb9f996e08f5196945aa34cb03cdb3cb,https://cdn.pokedb.org/c1841f65ebeedcf3c531179fd6b9d3e2cb9f996e08f5196945aa34cb03cdb3cbw20h20,https://cdn.pokedb.org/c1841f65ebeedcf3c531179fd6b9d3e2cb9f996e08f5196945aa34cb03cdb3cbw40h40,https://cdn.pokedb.org/c1841f65ebeedcf3c531179fd6b9d3e2cb9f996e08f5196945aa34cb03cdb3cbw70h70,https://cdn.pokedb.org/c1841f65ebeedcf3c531179fd6b9d3e2cb9f996e08f5196945aa34cb03cdb3cbw100h100
bulbasaur-default,platinum,front-shiny,,https://cdn.pokedb.org/2abb808dca1a4a29adf313084daf87aaecb4194ffb26efca304016baa29725ca,https://cdn.pokedb.org/2abb808dca1a4a29adf313084daf87aaecb4194ffb26efca304016baa29725caw20h20,https://cdn.pokedb.org/2abb808dca1a4a29adf313084daf87aaecb4194ffb26efca304016baa29725caw40h40,https://cdn.pokedb.org/2abb808dca1a4a29adf313084daf87aaecb4194ffb26efca304016baa29725caw70h70,https://cdn.pokedb.org/2abb808dca1a4a29adf313084daf87aaecb4194ffb26efca304016baa29725caw100h100
bulbasaur-default,red-blue,front-normal,,https://cdn.pokedb.org/b10edef224877eeb1dffeee5d066e15a372c7a45b06bf1d8b230ecc3e179cbcd,https://cdn.pokedb.org/b10edef224877eeb1dffeee5d066e15a372c7a45b06bf1d8b230ecc3e179cbcdw20h20,https://cdn.pokedb.org/b10edef224877eeb1dffeee5d066e15a372c7a45b06bf1d8b230ecc3e179cbcdw40h40,https://cdn.pokedb.org/b10edef224877eeb1dffeee5d066e15a372c7a45b06bf1d8b230ecc3e179cbcdw70h70,https://cdn.pokedb.org/b10edef224877eeb1dffeee5d066e15a372c7a45b06bf1d8b230ecc3e179cbcdw100h100
bulbasaur-default,red-green,back-normal,,https://cdn.pokedb.org/928a01e3cf1a61ae6417cec436207ee26b9b6d5ad28529ceadb819036d7533f4,https://cdn.pokedb.org/928a01e3cf1a61ae6417cec436207ee26b9b6d5ad28529ceadb819036d7533f4w20h20,https://cdn.pokedb.org/928a01e3cf1a61ae6417cec436207ee26b9b6d5ad28529ceadb819036d7533f4w40h40,https://cdn.pokedb.org/928a01e3cf1a61ae6417cec436207ee26b9b6d5ad28529ceadb819036d7533f4w70h70,https://cdn.pokedb.org/928a01e3cf1a61ae6417cec436207ee26b9b6d5ad28529ceadb819036d7533f4w100h100
bulbasaur-default,red-green,front-normal,,https://cdn.pokedb.org/e2be9337c13a96f4dba9724bdc9d9cca0b732aa2d8758b443aa93313deafb93b,https://cdn.pokedb.org/e2be9337c13a96f4dba9724bdc9d9cca0b732aa2d8758b443aa93313deafb93bw20h20,https://cdn.pokedb.org/e2be9337c13a96f4dba9724bdc9d9cca0b732aa2d8758b443aa93313deafb93bw40h40,https://cdn.pokedb.org/e2be9337c13a96f4dba9724bdc9d9cca0b732aa2d8758b443aa93313deafb93bw70h70,https://cdn.pokedb.org/e2be9337c13a96f4dba9724bdc9d9cca0b732aa2d8758b443aa93313deafb93bw100h100
bulbasaur-default,ruby-sapphire,front-normal,,https://cdn.pokedb.org/93b399b8f0effa9afadeb19eef3660254fc231d84a6f6a16248dddbca1e245b9,https://cdn.pokedb.org/93b399b8f0effa9afadeb19eef3660254fc231d84a6f6a16248dddbca1e245b9w20h20,https://cdn.pokedb.org/93b399b8f0effa9afadeb19eef3660254fc231d84a6f6a16248dddbca1e245b9w40h40,https://cdn.pokedb.org/93b399b8f0effa9afadeb19eef3660254fc231d84a6f6a16248dddbca1e245b9w70h70,https://cdn.pokedb.org/93b399b8f0effa9afadeb19eef3660254fc231d84a6f6a16248dddbca1e245b9w100h100
bulbasaur-default,ruby-sapphire,front-shiny,,https://cdn.pokedb.org/5b6a7b0eade37e3bdb6ccaab89fe97d852dc593bed683cbdd8454f50a5a2f705,https://cdn.pokedb.org/5b6a7b0eade37e3bdb6ccaab89fe97d852dc593bed683cbdd8454f50a5a2f705w20h20,https://cdn.pokedb.org/5b6a7b0eade37e3bdb6ccaab89fe97d852dc593bed683cbdd8454f50a5a2f705w40h40,https://cdn.pokedb.org/5b6a7b0eade37e3bdb6ccaab89fe97d852dc593bed683cbdd8454f50a5a2f705w70h70,https://cdn.pokedb.org/5b6a7b0eade37e3bdb6ccaab89fe97d852dc593bed683cbdd8454f50a5a2f705w100h100
bulbasaur-default,silver,front-normal,,https://cdn.pokedb.org/e080fd071810c18607938ff3bb7f114ea8c22bc9bb5af17e0088a560505c4c44,https://cdn.pokedb.org/e080fd071810c18607938ff3bb7f114ea8c22bc9bb5af17e0088a560505c4c44w20h20,https://cdn.pokedb.org/e080fd071810c18607938ff3bb7f114ea8c22bc9bb5af17e0088a560505c4c44w40h40,https://cdn.pokedb.org/e080fd071810c18607938ff3bb7f114ea8c22bc9bb5af17e0088a560505c4c44w70h70,https://cdn.pokedb.org/e080fd071810c18607938ff3bb7f114ea8c22bc9bb5af17e0088a560505c4c44w100h100
bulbasaur-default,silver,front-shiny,,https://cdn.pokedb.org/5c4e84c91f856ba54dcab210f2bcfb57f7874df287dcae404b59a6723d01c681,https://cdn.pokedb.org/5c4e84c91f856ba54dcab210f2bcfb57f7874df287dcae404b59a6723d01c681w20h20,https://cdn.pokedb.org/5c4e84c91f856ba54dcab210f2bcfb57f7874df287dcae404b59a6723d01c681w40h40,https://cdn.pokedb.org/5c4e84c91f856ba54dcab210f2bcfb57f7874df287dcae404b59a6723d01c681w70h70,https://cdn.pokedb.org/5c4e84c91f856ba54dcab210f2bcfb57f7874df287dcae404b59a6723d01c681w100h100
bulbasaur-default,stadium-2,front-normal,,https://cdn.pokedb.org/e3b6424c91aa03ebff09c9d8a525d177bf579f0eec3c5c2a6577f6346df9e514,https://cdn.pokedb.org/e3b6424c91aa03ebff09c9d8a525d177bf579f0eec3c5c2a6577f6346df9e514w20h20,https://cdn.pokedb.org/e3b6424c91aa03ebff09c9d8a525d177bf579f0eec3c5c2a6577f6346df9e514w40h40,https://cdn.pokedb.org/e3b6424c91aa03ebff09c9d8a525d177bf579f0eec3c5c2a6577f6346df9e514w70h70,https://cdn.pokedb.org/e3b6424c91aa03ebff09c9d8a525d177bf579f0eec3c5c2a6577f6346df9e514w100h100
bulbasaur-default,stadium-2,front-shiny,,https://cdn.pokedb.org/36e08d3a49dd3a94218c52eb9630f7f2348ae7578f9264cfc01a4746996ed374,https://cdn.pokedb.org/36e08d3a49dd3a94218c52eb9630f7f2348ae7578f9264cfc01a4746996ed374w20h20,https://cdn.pokedb.org/36e08d3a49dd3a94218c52eb9630f7f2348ae7578f9264cfc01a4746996ed374w40h40,https://cdn.pokedb.org/36e08d3a49dd3a94218c52eb9630f7f2348ae7578f9264cfc01a4746996ed374w70h70,https://cdn.pokedb.org/36e08d3a49dd3a94218c52eb9630f7f2348ae7578f9264cfc01a4746996ed374w100h100
bulbasaur-default,x-y,front-normal,,https://cdn.pokedb.org/829acf4d99a731750850c70f84401e3ec9e1ab577206260781dc764948416e79,https://cdn.pokedb.org/829acf4d99a731750850c70f84401e3ec9e1ab577206260781dc764948416e79w20h20,https://cdn.pokedb.org/829acf4d99a731750850c70f84401e3ec9e1ab577206260781dc764948416e79w40h40,https://cdn.pokedb.org/829acf4d99a731750850c70f84401e3ec9e1ab577206260781dc764948416e79w70h70,https://cdn.pokedb.org/829acf4d99a731750850c70f84401e3ec9e1ab577206260781dc764948416e79w100h100
bulbasaur-default,x-y,front-shiny,,https://cdn.pokedb.org/84f43810b4d47f8d8cf005f08fc14f73e2b1df88fef8043a3b3dd3c20fbd764b,https://cdn.pokedb.org/84f43810b4d47f8d8cf005f08fc14f73e2b1df88fef8043a3b3dd3c20fbd764bw20h20,https://cdn.pokedb.org/84f43810b4d47f8d8cf005f08fc14f73e2b1df88fef8043a3b3dd3c20fbd764bw40h40,https://cdn.pokedb.org/84f43810b4d47f8d8cf005f08fc14f73e2b1df88fef8043a3b3dd3c20fbd764bw70h70,https://cdn.pokedb.org/84f43810b4d47f8d8cf005f08fc14f73e2b1df88fef8043a3b3dd3c20fbd764bw100h100
