type_id,type_of_image,version_identifier,description,image_path
2,name_plate,battle-revolution,,https://cdn.pokedb.org/b07556bc1e5561aefa823d40cf564da742364656866ad5d9de031a12ff0f3abd
2,name_plate,firered-leafgreen,,https://cdn.pokedb.org/6036f994eeec200faaf5a5959a579682a251b001f6c246ee27fc7874735e80ce
2,name_plate,ruby-sapphire,,https://cdn.pokedb.org/1cefc80734d2ac0e2a25561a229fe6f10ec321f57273c23ab7f04e639a8f07ca
2,name_plate,platinum,,https://cdn.pokedb.org/f66349fb7f037697f631afbd52eda4160b0d810059ea1380b65fee8fadacabff
3,icon,rescue-team-dx,,https://cdn.pokedb.org/f7c9934df98476786a5f6ca98563877d6e6990cb45d296489988eb1744f25003
3,icon,ranger,,https://cdn.pokedb.org/e3d8c3b4553f6c40f072044a92b9af03c9c07a7a312c7d915e16d138ae555f2b
3,icon,home,,https://cdn.pokedb.org/8b0604ba76f3d697f75a6f51ee65feb5029530ccba61d2d8f387e134ffd913f4
3,icon,rumble-rush,,https://cdn.pokedb.org/3562e697aa8a386519878cd59caee9ea1c9fc2d30e8e5187b581a24b01046c5c
3,icon,sleep,,https://cdn.pokedb.org/be9268e606d6bde9676beff188e6636bbe1238d81122892c8b757a9e980600b8
3,icon,tretta,,https://cdn.pokedb.org/077f80010715888b5ccd39d3c3444f63586325525a00fa9f44868b2a59d99a67
3,icon,masters-ex,,https://cdn.pokedb.org/5cf065fec1d4d45749b80162f0c7ca054974db23e436596eabc453b602ec9bb7
3,icon,go,,https://cdn.pokedb.org/5d561e8940f50db4488fd8b484be50f47c76b0a76a22036e07f68e163757cc4d
3,icon,stadium-jp-website,,https://cdn.pokedb.org/184dd8cdcdbf15109aa0f3cb287db04cdfa4358bc2a9e99c8010ea1baa3fdfdb
3,icon,,Tera Gem icon,https://cdn.pokedb.org/2ef4bb74c04bf78a0fec7001e39579d52199153250829143ffad6f7baf9dc324
3,icon,quest,,https://cdn.pokedb.org/4e77a22fe77d4afe619a0ee2d10f617e02e061efd32b0357ab496ad4cc04e541
3,icon,sword-shield,,https://cdn.pokedb.org/5e37a2e2f9428beb010d4d44e80d8a4fafe5c762de9929fca08ebb3f5e90a59a
3,icon,battrio,,https://cdn.pokedb.org/4a5fa8dfef5e860baf04cbd4fbcbd812ab2ef718c7417fd48397584cbe398d39
3,icon,brilliant-diamond-shining-pearl,,https://cdn.pokedb.org/15e9c5ef478fb6a1e206fed485d0aa5537ec376330faebabff6b801013fece13
3,icon,mezastar,,https://cdn.pokedb.org/090451a786e496d3308c95c54aee4dfe60a51bfce96ff648305b5f5bfff4625a
3,name_plate,diamond-pearl,,https://cdn.pokedb.org/d091093cd9fe5322e2bb51413ed2387874bdfd377ecaa4c4f2e82fef762d4381
3,name_plate,sun-moon,,https://cdn.pokedb.org/22eee330f69836c88f716c639d1d4895e637c5106837f46da848f05caca74290
3,name_plate,stadium-2,,https://cdn.pokedb.org/122b16ca206da511c8aa96292381cea3db88f364cab111377950b540670b0d09
3,name_plate,x-y,,https://cdn.pokedb.org/1b2d293e36674c812e328b401af2f533ccaa2e5683878e0ab01bb89e0a6408b7
3,name_plate,platinum,,https://cdn.pokedb.org/9b7f1e18e2b51f452f3dbacd49cecc40df70e666bb108047c8eba56c5ada7acd
3,name_plate,ruby-sapphire,,https://cdn.pokedb.org/557e403a597752dcb52fedaddaafd6605e02378a87adc28db1d0052028d74edd
3,name_plate,colosseum,,https://cdn.pokedb.org/07bed6a7e231c1c48e8e5e365ffd2bd9a4551a828ab12aa077c067f49ddc50bc
3,name_plate,firered-leafgreen,,https://cdn.pokedb.org/af7228cb22cdcaa6252f3d487cbe1e6e5d4ac6937944bbae0430baea64ae1f55
3,name_plate,stadium,,https://cdn.pokedb.org/41496d80659bcc7085e2b94d4ad462d7a8593c6a9f74091be34afae03d0901f0
3,name_plate,battle-revolution,,https://cdn.pokedb.org/74de8c6f22b933fbdee0011c5b33335f915b85b1eac46e750d917b5f4f619f44
3,name_plate,xd,,https://cdn.pokedb.org/df0fe802f50ad652d989e7b022ba5d4a78484b73a6a4997200b30772c62f8edc
3,name_plate,black-white,,https://cdn.pokedb.org/d7e39acabb2eb6621b919c66af60737eff7b2d222bec33e0262065191dbf1616
4,icon,tretta,,https://cdn.pokedb.org/f1db200ab95858a397af45d6e13ac3683439da974ad394e0497ce1a3b072109d
4,icon,sword-shield,,https://cdn.pokedb.org/6f9236b349c0feb7b2edbdccb04254eb8cc7f45899fcae351cd81168a1922f5b
4,icon,masters-ex,,https://cdn.pokedb.org/20814a5b6062b70a28d22eee00c09afc3b482db08898a606aab66bcd1b977800
4,icon,stadium-jp-website,,https://cdn.pokedb.org/f8c079feb9e8abaeb8998b9a384d05394d6639fc116bc733583a5d1f8de2935b
4,icon,quest,,https://cdn.pokedb.org/0a8b2c586375167c06e0cfe2b2f4d6575555ca86ff203979a34d658a22ec29e5
4,icon,home,,https://cdn.pokedb.org/f04a8bcb0664ff82b4b631e71d0ec04e3794300770c5b21b54a0c50c35d57fa5
4,icon,,Tera Gem icon,https://cdn.pokedb.org/a21e4fb28bfdc0170c1051ccdc5872d2a367dce7ad1b3f87281f725962321100
4,icon,ranger,,https://cdn.pokedb.org/8de4e4829ba9633a355660b91e973dd48869d2b53f718ed253d20ede6b5fdae6
4,icon,go,,https://cdn.pokedb.org/41c372d17ffaae9f88b35450a4dbd31c0f3e9268ac83c4c0b6890bc20fb33f4f
4,icon,new-snap,,https://cdn.pokedb.org/6c078f9e9db106700cf16efb40b9287e5107db9fd4d485f9bcdc76a498512c98
4,icon,rescue-team-dx,,https://cdn.pokedb.org/d63fcf0f0118b2e1ef2504000e58394158954b5464d8fbd59dc8c794207bf6fb
4,icon,mezastar,,https://cdn.pokedb.org/2a05c1f28fa3d6ff3bf102f6452cd1c30c9732b98319b8c18cfd2b62ea9c0320
4,icon,sleep,,https://cdn.pokedb.org/f7ba88e7f57803053e2d245fa5cd96a048b3945fba1f864c3b7455ff314f3c33
4,icon,brilliant-diamond-shining-pearl,,https://cdn.pokedb.org/4e789a66b0826793ea7d21abcb37004a24e99c58fe1361fd12eb2412fb76f083
4,icon,battrio,,https://cdn.pokedb.org/96ab2a2ba107ccdd09b566ece52ad1b3d6c796933ab84947efea5483710d5c23
4,icon,rumble-rush,,https://cdn.pokedb.org/321bc7aed49c1b8c8b2c5978d95447f76575628d30211661fee3645b164ea139
4,name_plate,x-y,,https://cdn.pokedb.org/ef2b62655c41700d3b0c5efdb5b02ce5b1f6e2e18b23d5b3883d08e6cdc7df86
4,name_plate,black-white,,https://cdn.pokedb.org/0cf3cf66efefb9f657b4cb4bd8832eaf1fd6699e81b0c17925b9cd1a96fcc7c7
4,name_plate,ruby-sapphire,,https://cdn.pokedb.org/06e16613547c5657be29c6ae0a91e2671c7aff459b42d052f2238eb59972ca01
4,name_plate,sun-moon,,https://cdn.pokedb.org/bc3adb0290e01b5b91bbece9e6ac0f8f6c9f2f1d8c21568e70f833d78e72e3db
4,name_plate,xd,,https://cdn.pokedb.org/84583761a87e1a0260ac6a26fdee1adff28439888cbc3af2e30d706fff9eb5a5
4,name_plate,stadium,,https://cdn.pokedb.org/9714e5923f91da390c4bc3c4e3a4e68ec4127d16e3374b058e838ceacefdf6e1
4,name_plate,battle-revolution,,https://cdn.pokedb.org/30c472e28f8c1bdb8f08568ee97297ec72c8a641f288e649e81815bf99026ffb
4,name_plate,stadium-2,,https://cdn.pokedb.org/1a5ce5cc5900d5a30bfc9a3e944af48250c04e0c97969cb4370c365700fec346
4,name_plate,colosseum,,https://cdn.pokedb.org/24466f65ad37109f5da766d33958c0c0e3898bf609a899f8ffa3e8998cc622d6
4,name_plate,platinum,,https://cdn.pokedb.org/b1de1f4875dbf1a1ab2049c2c9872dd6822525cd0e44b54f9a53b191ca09e5ee
4,name_plate,diamond-pearl,,https://cdn.pokedb.org/39c54df00f3c49777a77fbcc921b3927100491f0d8cdab45916a6de36038391e
4,name_plate,firered-leafgreen,,https://cdn.pokedb.org/76e4ef7d73b73971dcb552fa46d499ea861c49ef4308af7dd82a90f8fddd4be4
5,icon,mezastar,,https://cdn.pokedb.org/d22117f70fcdb2b2b0ead17a92e0221e5c8a1b5709ac9ad7d91d63b5a502033c
5,icon,brilliant-diamond-shining-pearl,,https://cdn.pokedb.org/cf29e698c8a4dd09a35028af54047b8910d6e66af469021df1b922db023ed9ce
5,icon,stadium-jp-website,,https://cdn.pokedb.org/9306442dcbcea97386e55c790a9651fe98bc425749c7f57c4bacb6f9a4e81f7e
5,icon,,Tera Gem icon,https://cdn.pokedb.org/f53a51476926e70257f090c1afe7bdb8d6dfe658c61ec4b040569605d9d11b9c
5,icon,sleep,,https://cdn.pokedb.org/41d751d18c1eb58db353d7d2319f9e13d04000044a20983f4b15643e9712b4dc
5,icon,new-snap,,https://cdn.pokedb.org/3e28c629f489c4af852287b5bab536eaf1cdce0b1bfbf333a5e30329fdc7f817
5,icon,battrio,,https://cdn.pokedb.org/c06e677802238bf509402ac0b70ec43ad793c7434ed639a584d1632e44041a48
5,icon,rumble-rush,,https://cdn.pokedb.org/c6b871aea93e2a1c5ad29e6c63b9945c1e02cf7582ecee4e00d74a5cfebb3f1d
5,icon,tretta,,https://cdn.pokedb.org/6f6b606cf622982617a575de12470d56ddd0621f69c32775a8c8a4cd493cd620
5,icon,go,,https://cdn.pokedb.org/65f4f5e227c460ea4f7bc4d12ab31b53c437cf85812e8395b5254b08b949f3d1
5,icon,rescue-team-dx,,https://cdn.pokedb.org/080fa18057b49807118ebdbc85ef5268285fa8463c87d51b9e46021385de4d09
5,icon,ranger,,https://cdn.pokedb.org/2710339eaf4498094d8854f4bb5180c844df6eef9a5493e0ccde048a9a4e95c5
5,icon,home,,https://cdn.pokedb.org/2d4c3b55373cb625347b27b2c22b184675f8aed20a5cb76fd5d3fec0c9c4a930
5,icon,quest,,https://cdn.pokedb.org/6eaa56edb011fb25ce11e0d8205084cf4221796addcf78a33b047bf125c72c79
5,icon,masters-ex,,https://cdn.pokedb.org/1978e9c8172e98978fca092acf32dd27096f219c699005967baed1e93fe83007
5,icon,sword-shield,,https://cdn.pokedb.org/f22602030e7898c353b1afeed62c374a5e07b1fc368095ae1177251318e93687
5,name_plate,ruby-sapphire,,https://cdn.pokedb.org/b4636145e5d12c32e39e4634cd5416e3af4c797fa3ba42c5d45e0edf4eb0040e
5,name_plate,colosseum,,https://cdn.pokedb.org/930c84b73132f864d86302fd77ef5f1c78d460d0419d9aba7a3a6b97c72ca4c3
5,name_plate,xd,,https://cdn.pokedb.org/0754ce5522f41a1fcd502b9e161205ac2daf880e4f1cbd2f8ef80a6323fc5526
5,name_plate,battle-revolution,,https://cdn.pokedb.org/680347f83362938707240584dfa5e8fad2fb5816217cf41b71a87959c7fa372e
5,name_plate,diamond-pearl,,https://cdn.pokedb.org/a68bd9e1b6a65a2a0741d7e610dac5f5c8575400ab6c4f8e446bb721b8256a6d
5,name_plate,platinum,,https://cdn.pokedb.org/488c897236c284244761b0a90383426116a9a783196ce5275abe66301e2eb302
5,name_plate,x-y,,https://cdn.pokedb.org/2053a186e7dadad98a31947301eadd5d04810af5b3149bff10ce599dfbdbf586
5,name_plate,black-white,,https://cdn.pokedb.org/6339b68884af5c4078992f15c57755f792127eae47c2e51e22d50254d51df773
5,name_plate,stadium-2,,https://cdn.pokedb.org/eb3ef1642dbca0f9d2d44690aef79ff02141a27194d42b47be556769684e1185
5,name_plate,firered-leafgreen,,https://cdn.pokedb.org/c902e81e9021016077871e104e0216d80384fa79dfe40ee18c870c3623a222bd
5,name_plate,sun-moon,,https://cdn.pokedb.org/4e1f351e0331ff31e2f1587373bd5c2de28981d67ba5f7cdbb2f3dd9b6cfc1bc
5,name_plate,stadium,,https://cdn.pokedb.org/00cfd3544b67281bc7321b17ed98478a174a2a5a59cb33ee9ad69db7010b9811
6,icon,mezastar,,https://cdn.pokedb.org/cca24da38fe0532dee4ea48c632fbf13e043d5c4db5000b069d9612d6b675241
6,icon,sword-shield,,https://cdn.pokedb.org/5119944c678503a90baa19215e4630b14f7dd82c21b5abfd2bbe4b7284118140
6,icon,home,,https://cdn.pokedb.org/48d06ca8287436a77e06cf643196b6e66d313f94f907fa455c93dac83cdaf36e
6,icon,masters-ex,,https://cdn.pokedb.org/c767258bb5462cbd9d17a4808b0aaa499d418b5ac9642cbe91f4d673a0194b5f
6,icon,quest,,https://cdn.pokedb.org/96e2779fc61ff19b8477775b92c7108098d6df44af6ae8b73cb256b8555f626b
6,icon,rumble-rush,,https://cdn.pokedb.org/7a2070780352a6326e17624d6a71b6c1d6ce30f9066d8087e3bd8b8dac5cb833
6,icon,stadium-jp-website,,https://cdn.pokedb.org/4c382a6b60289393b114be1debe2cc0bb9541b6a36f51523207e190b7966a0d1
6,icon,tretta,,https://cdn.pokedb.org/c39686da96ea76464258d7c055e4e223aca830672d26cc11dd57f5e4e35546d2
6,icon,battrio,,https://cdn.pokedb.org/1aa576fffdf9212fde0df673b241e1e603c649db5f1129bea5da2f4b600c6d76
6,icon,go,,https://cdn.pokedb.org/90cb31eeef9ad00ac77324b1dc4e552c1740a97be815d29f36e2c99184d477d0
6,icon,sleep,,https://cdn.pokedb.org/4a665ce52677939903756db9a0bb6e4f5d1498af8a9b8d143cc74638ef836872
6,icon,ranger,,https://cdn.pokedb.org/cc9ee0721eaab06f7b08eee9e5dd3fb0efd3fdd4c1438e8a7c5ba866995760e4
6,icon,,Tera Gem icon,https://cdn.pokedb.org/a661e21daa9b2f07623da1fb7bab8e0fd5227c5845625ca7be25424b0b7a43c5
6,icon,rescue-team-dx,,https://cdn.pokedb.org/d1dde4768b3ef37507cde709e7cf5f27d6c016070d18211b58b34548406910c9
6,icon,brilliant-diamond-shining-pearl,,https://cdn.pokedb.org/158a7776c5559f478b94ba0bf3c27bac9f1918967579c4b8742cc9ed6900405f
6,name_plate,sun-moon,,https://cdn.pokedb.org/fb4bd556ea6e2c8d04972b496d0f69244d9e295188803cd61adb2132beef3d7c
6,name_plate,diamond-pearl,,https://cdn.pokedb.org/a36d8f68f85d2f009be5c816feefdd80ef5602bd8e672e848ebf820a6dd2c5d7
6,name_plate,x-y,,https://cdn.pokedb.org/400af59d5bbcbeaf65855f85f3632851a0e147bc0ab369a7fa340c73981d0ff3
6,name_plate,battle-revolution,,https://cdn.pokedb.org/18e3a0f795cbc700744ed752be686db26d986c586318af102ae0c7181c71c554
6,name_plate,colosseum,,https://cdn.pokedb.org/088c56b6c2f03959bf28d5d44536f37f7d2f0ca6bd3a235f429bb98705c46620
6,name_plate,stadium-2,,https://cdn.pokedb.org/3eaf01c7784c40347c0b1aedf5d7acadb0864a5735bc5c615b6f2cd33f24dec3
6,name_plate,xd,,https://cdn.pokedb.org/be810ff317fc731cee8a4d862d1651aa9f3c35038d461b1cf68628c31396dea0
6,name_plate,stadium,,https://cdn.pokedb.org/1f1c901f62e855d9e9ba454a7a94e0a4a162cfe9fa04baba74ffd8b6dd6fe54b
6,name_plate,platinum,,https://cdn.pokedb.org/1a0a829bf9d984ed003b96eefff66d8530c9e9044f39a012f027f332f846cd6b
6,name_plate,black-white,,https://cdn.pokedb.org/e5fb289de59db02701fe18a1d1f42c8bc4db3ae01d157bde963d77523228bf60
6,name_plate,ruby-sapphire,,https://cdn.pokedb.org/d65fe3191a3bdd609af286922be81e9b34e83e228fc6bded0151189300733f16
6,name_plate,firered-leafgreen,,https://cdn.pokedb.org/fd82053bfc2e589f3834f2934add617a8fcb9f42efba77f560b676fb93092e80
7,icon,masters-ex,,https://cdn.pokedb.org/bd513a741b849ef61271b2e62cac2ced894f979eac5bd293387fe25085f795c9
7,icon,ranger,,https://cdn.pokedb.org/7a235cdadd1535a7a9844c51d2a420a53dd3b01ad17ce4d7c6ab7363a86a09ea
7,icon,brilliant-diamond-shining-pearl,,https://cdn.pokedb.org/ae48d264dede520189b9aa4f3efdbbc41a853b918bb3fe050d1263ad8474d024
7,icon,sleep,,https://cdn.pokedb.org/44731589c1f1dcef9062c826d951afdabd812a5f8b6756259b48e811f1244416
7,icon,home,,https://cdn.pokedb.org/083d487ec95d0de4035c38fa44f94b3846c174ea4a09cb8cbc42ad8d6fc56d7f
7,icon,sword-shield,,https://cdn.pokedb.org/756281dac1743c87d11b85dc5389fbf275223309a2a6663bd0f1d0d7b6afa9bf
7,icon,mezastar,,https://cdn.pokedb.org/5e9c6ec50575213e1b770f9f9d02b8ddb5c0c60ed7ccabfb8a612da585145afa
7,icon,rescue-team-dx,,https://cdn.pokedb.org/6a0949b599623911728c6148d1c585197ac5fee486e9987d9f5f0f5bfca71dad
7,icon,rumble-rush,,https://cdn.pokedb.org/b3e14d5c150ab704f0a82a6ad658df3d80b5df750738b52a5ba70c81b2a167c9
7,icon,go,,https://cdn.pokedb.org/3885df9bdb748249e37561926c56edc6026a727e2b12db56f295020a711755bc
7,icon,battrio,,https://cdn.pokedb.org/27d518756dca3f9c5de72bc7f7135d40df0e3f1a3d8923fc5fa26d0cdb37e162
7,icon,stadium-jp-website,,https://cdn.pokedb.org/a6e36c97fc9b4c9bca6aaf4fe8243d7a60f804718e9bc6c85ad5b844fe149e5b
7,icon,quest,,https://cdn.pokedb.org/9bfdadc025c6ad65d6fbe777553e9e28156f6b82c7edd5888a147775006aecac
7,icon,,Tera Gem icon,https://cdn.pokedb.org/16ae7c64be7de863d88f2550e642f64c4d5be8912f2341544eb7559cabb8ac64
7,icon,tretta,,https://cdn.pokedb.org/2d6c6bc0ec535ff3f3df5c30831eb026df527083fa29e455d58a1eeea1e88036
7,name_plate,battle-revolution,,https://cdn.pokedb.org/a2a09f5d761f49fde3162e96950764902b20956a4f47a4ac85485c9e959d7384
7,name_plate,black-white,,https://cdn.pokedb.org/269465b620b249bd98de9eef395679b88e20757bb33da3d599956a480441f7b5
7,name_plate,colosseum,,https://cdn.pokedb.org/bcd064ff836a3fc54033ecc076c3798592d529e34a4b59fb0e08ccefbed05c22
7,name_plate,diamond-pearl,,https://cdn.pokedb.org/8a5882bed7f75c8b98f00ab8806dae0b7b2ab1ef610a8545b0cf4416cfb5521a
7,name_plate,firered-leafgreen,,https://cdn.pokedb.org/d31b2d602dfbb3240c2844a657b5ea97c8f0ddb5655d9e41afcded2f9958b877
7,name_plate,platinum,,https://cdn.pokedb.org/c361e8b8cee2b2aa85854e2f6a2eb6b6f6d4de8348bf2e7e1333c77b547e9b30
7,name_plate,ruby-sapphire,,https://cdn.pokedb.org/abddc23d24fec2b264b12ad75dbaeca13a7ccc745d778f6948627a4e05d18802
7,name_plate,sun-moon,,https://cdn.pokedb.org/1ff102ed98f1b7d5552cef640bb2d38fef6d19edcd4ec202914e58eb016fe40f
7,name_plate,stadium-2,,https://cdn.pokedb.org/cd8e6023eb0acdbb548c67c360424a11a1e22ff40f3eebc0715abf84a7ff93fa
7,name_plate,stadium,,https://cdn.pokedb.org/cc6c54b40525cd95643ec37f9c48143cf090b924744363f372307a49d4a4287e
7,name_plate,xd,,https://cdn.pokedb.org/a3f87178ad011c6a3a2e4a216716bdc7b1cd25735503e971a88cf4feb3cbdae2
7,name_plate,x-y,,https://cdn.pokedb.org/87c82f19fd45d0c8ec9dacee2b2157964bd113510c5dedd872a8bc7820bd8196
8,icon,ranger,,https://cdn.pokedb.org/9cca95067a39ef85fb8e84b0021b24c6e5d9c55828c6c07db99195363753cf59
8,icon,tretta,,https://cdn.pokedb.org/6d19a2f13f9d6a0839f9af102bc8b58a39141d90a37223cbb8c1a03e3a5db371
8,icon,battrio,,https://cdn.pokedb.org/3747d0e8a5a1ab73f701285f0cf2cbe49fb2de8b9bcdf8606fe65ca74203a4f1
8,icon,quest,,https://cdn.pokedb.org/662eb8a07915d786afd520323a867de169772983c2eb276bb44b05497c472d8d
8,icon,masters-ex,,https://cdn.pokedb.org/cf400c1ba12eaaf6446e2ba911d75f67da9e9121bf9e8cb96c12a9af50985d9f
8,icon,rumble-rush,,https://cdn.pokedb.org/de82c990e41510c28376e1f812e8f98d56fb18c5f72f34c69f380ca47c52c6f4
8,icon,mezastar,,https://cdn.pokedb.org/e5f1b5917110eed088e607184a1ec4a4359f5be95e691089c2a5e1f6793e32b2
